SMILES,Side Effects
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Pregnancy, puerperium and perinatal conditions', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCOC1=CC=CC=C1OCCN[C@@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C[N+](C)(C)C)OC(=O)C,"['Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Respiratory, thoracic and mediastinal disorders', 'Pregnancy, puerperium and perinatal conditions', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1=C(C=CC2=C1C(=[NH+]C(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Psychiatric disorders']"
CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,"['Eye disorders', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Respiratory, thoracic and mediastinal disorders', 'Cardiac disorders', 'Nervous system disorders']"
CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Nervous system disorders']"
CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Nervous system disorders']"
CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCCCC(C)(C)C(C=CC1C(CC(=O)C1CCCCC=CC(=O)OC)O)O,"['Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Respiratory, thoracic and mediastinal disorders', 'Cardiac disorders', 'Nervous system disorders']"
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,"['Hepatobiliary disorders', 'Investigations', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders']"
CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Product issues', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)F)C)F,"['General disorders and administration site conditions', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Nervous system disorders']"
C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl,"['Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C[C@@H](C(=O)O)N.CC(=O)O.C1=CC(=CC=C1C[C@@H](C(=O)O)N)O.C(CCN)C[C@@H](C(=O)O)N.C(CC(=O)O)[C@@H](C(=O)O)N,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Pregnancy, puerperium and perinatal conditions', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CNCC(C1=CC(=CC=C1)O)O,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders']"
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders']"
CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N,"['Hepatobiliary disorders', 'Eye disorders', 'Investigations', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders']"
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Pregnancy, puerperium and perinatal conditions', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,"['Metabolism and nutrition disorders', 'Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Nervous system disorders']"
C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Surgical and medical procedures', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
